question,gpt_answer,enhanced_answer,rating
"Câu 3. Anh J là chồng chị O bị tai nạn giao thông dẫn đến mất năng lực hành vi dân sự. Vừa qua mẹ anh J qua đời (bố anh đã mất trước đó 06 năm), bà để lại di sản thừa kế cho các con gồm quyền sử dụng đất ở và một số tài sản khác. Do không có di chúc nên các con bà tổ chức cuộc họp để chia di sản. Xin hỏi, chị O có được đại diện cho chồng tham gia vào cuộc họp chia di sản của bố mẹ chồng không?
	","Theo quy định của pháp luật, khi một người mất năng lực hành vi dân sự, người đại diện pháp lý của họ sẽ được điều động để thực hiện các quyền và nghĩa vụ pháp lý thay mặt cho họ. Trong trường hợp này, chị O sẽ được chỉ định để đại diện cho chồng mình tham gia vào cuộc họp chia di sản của bố mẹ chồng. Tuy nhiên, điều quan trọng cần lưu ý là quyền và lợi ích của chồng chị O phải được bảo vệ và đảm bảo trong quá trình chia di sản này.","Theo Điều 73 của Bộ luật Dân sự, khi một người đã thành niên mất năng lực hành vi dân sự, cha hoặc mẹ có quyền đại diện cho người đó trong các giao dịch pháp lý. Tuy nhiên, trong trường hợp này, bà O không thể đại diện cho chồng của mình tham gia vào việc chia di sản của bố mẹ chồng. Điều này do việc chia di sản của bố mẹ chồng không phải là một giao dịch nhằm đáp ứng nhu cầu thiết yếu của người chưa thành niên mà là một vấn đề về quyền thừa kế gia đình. Vì vậy, chị O không thể tham gia vào cuộc họp chia di sản của bố mẹ chồng đại diện cho chồng mình.",1
"Câu 4. Tôi 29 tuổi là chủ một doanh nghiệp đang làm ăn phát đạt, bạn gái kém tôi 05 tuổi. Dự kiến đầu năm chúng tôi sẽ kết hôn. Tôi muốn sau khi kết hôn thì tài sản của tôi và vợ độc lập với nhau. Tôi đã trao đổi, và bạn gái tôi cũng đồng tình. Theo đó, trong quá trình chung sống, chúng tôi chỉ để dành một khoản chi tiêu chung trong gia đình do tôi đưa cho vợ, còn thu nhập của ai thì người đó giữ. Xin hỏi, việc thống nhất như vậy giữa chúng tôi có hợp pháp không? Để rõ ràng về tài sản vợ chồng thì tôi phải làm gì?
","Theo pháp luật, tài sản của vợ chồng trong hôn nhân là tài sản chung và sẽ được chia đều trong trường hợp ly dị. Tuy nhiên, nếu hai bên đã thống nhất và ký kết hợp đồng kết hôn hoặc quy định rõ ràng trong giấy kết hôn được công chứng rằng tài sản của mỗi người sẽ độc lập và không tính chung thì điều đó là hợp pháp và sẽ được coi như nguyên tắc trong quá trình hôn nhân.

Để rõ ràng về tài sản của vợ chồng, bạn nên tìm đến một luật sư chuyên nghiệp để lên kế hoạch và lập hợp đồng kết hôn hoặc giấy kết hôn sao cho phù hợp với ý định và mong muốn của hai bên. Điều này sẽ giúp bạn và vợ có được sự cân nhắc và bảo vệ tài sản cá nhân mỗi người trong tương lai.","Theo Luật Hôn nhân và Gia đình năm 2014 của Việt Nam, việc xác định tài sản của vợ chồng thông qua thỏa thuận là hoàn toàn hợp pháp. Theo Điều 15 của Luật Hôn nhân và Gia đình, các nội dung xác định tài sản của vợ chồng theo thỏa thuận có thể bao gồm tài sản chung, tài sản riêng của vợ, chồng; không có tài sản riêng mà tất cả tài sản thuộc về vợ, chồng đều thuộc tài sản chung; không có tài sản chung mà tất cả tài sản đều thuộc sở hữu riêng của mỗi bên; hoặc các nội dung khác được thỏa thuận.

Tuy nhiên, để thỏa thuận này được coi là hợp lệ, cần phải đảm bảo rằng thỏa thuận này phải tuân thủ quy định tại Điều 29, 30, 31 và 32 của Luật Hôn nhân và Gia đình. Nếu có bất kỳ vi phạm nào đối với các quy định này, người có quyền, lợi ích liên quan có thể yêu cầu Tòa án tuyên bố thỏa thuận đó vô hiệu.

Vì vậy, để rõ ràng về tài sản vợ chồng và đảm bảo các quyền lợi của bạn và bạn gái, bạn nên thực hiện thỏa thuận về tài sản cụ thể, rõ ràng và chi tiết. Đồng thời, để thỏa thuận này được coi là hợp lệ, bạn cần lưu ý đến các điều khoản quy định tại Luật Hôn nhân và Gia đình để tránh xảy ra tranh cãi hoặc vấn đề pháp lý trong tương lai.",3
"Câu 5. Khi kết hôn, Anh S và chị Q thỏa thuận giữa hai vợ chồng không có tài sản chung mà tất cả tài sản của ai đều thuộc sở hữu riêng của người đó. Tuy nhiên, sau khi chung sống được 03 năm phát sinh những khoản chi tiêu chung như mua sắm xe ô tô, mua sắm đồ dùng gia đình, sửa chữa nhà cửa… Xin hỏi, vợ chồng anh S và chị Q có được thay đổi nội dung thỏa thuận tài sản không? Anh chị muốn hủy bỏ thỏa thuận về chế độ tài sản vợ chồng đã được công chứng trước khi kết hôn có được không?
","Theo Luật Hôn nhân và Gia đình hiện hành, thỏa thuận về tài sản của vợ chồng được ký kết và công chứng trước khi kết hôn sẽ có hiệu lực và được tôn trọng. Tuy nhiên, trong trường hợp có sự thay đổi của các điều kiện, vợ chồng có thể thỏa thuận thay đổi chế độ tài sản của mình. 

Trong trường hợp của anh S và chị Q, sau khi chung sống và có những khoản chi tiêu chung, họ có thể thỏa thuận thay đổi chế độ tài sản vợ chồng của mình. Họ có thể hủy bỏ thỏa thuận cũ và thỏa thuận mới với nội dung khác phù hợp với tình hình hiện tại. Tuy nhiên, việc thay đổi này cần được thực hiện bằng văn bản và cần được công chứng để có hiệu lực pháp lý. 

Việc thay đổi chế độ tài sản vợ chồng cần sự đồng ý của cả hai bên và nên được thực hiện một cách rõ ràng, công bằng để tránh xảy ra tranh chấp sau này. Nếu có nhu cầu thay đổi chế độ tài sản, anh S và chị Q nên tham khảo ý kiến của luật sư để đảm bảo quyền lợi của mình.","Theo Điều 17 của Luật Hôn nhân và Gia đình, trong trường hợp chế độ tài sản của vợ chồng theo thỏa thuận được áp dụng, vợ chồng có quyền thỏa thuận sửa đổi, bổ sung một phần hoặc toàn bộ nội dung của chế độ tài sản đó hoặc áp dụng chế độ tài sản theo luật định. Thỏa thuận sửa đổi, bổ sung nội dung của chế độ tài sản của vợ chồng phải được công chứng hoặc chứng thực theo quy định của pháp luật.

Do đó, vợ chồng Anh S và chị Q có thể thỏa thuận sửa đổi nội dung chế độ tài sản của mình, bao gồm việc hủy bỏ thỏa thuận về chế độ tài sản đã được công chứng trước khi kết hôn. Tuy nhiên, để thực hiện điều này, họ cần tuân thủ quy định của pháp luật về việc sửa đổi, bổ sung nội dung chế độ tài sản và thỏa thuận phải được công chứng hoặc chứng thực theo quy định.",4
"Câu 6. Ông N vốn ham chơi, thỉnh thoảng ông lại đi vài ngày hoặc vài tuần mà không nói rõ đi đâu, với ai. Mới đây, có một nhóm người đến nhà tìm gặp ông N để đòi nợ số tiền 35 triệu đồng, có giấy ghi nhận nợ viết tay của ông N. Do ông N không có nhà, vợ ông N không biết khoản vay này của chồng nên đã nói rằng ai vay thì người đó trả, bà không có nghĩa vụ trả nợ cho chồng. Nhóm đòi nợ đe dọa nếu sau 01 tuần không trả thì sẽ thu giữ đồ đạc trong nhà để trừ nợ. Vợ ông N hoang mang không biết mình có liên đới gì với trách nhiệm trả nợ khoản vay này của chồng không?
","Vợ ông N không có trách nhiệm trả nợ cho chồng nếu bà không phải là người đã ký hợp đồng vay nợ hoặc không có cam kết trả nợ. Trong trường hợp này, vợ ông N không biết về khoản vay của chồng nên bà không có nghĩa vụ trả nợ cho ông. Tuy nhiên, nếu người vay nợ không trả tiền, nhóm đòi nợ có thể thu hồi nợ bằng cách chấp hành quyết định của tòa án hoặc thông qua các biện pháp pháp lý khác đối với người vay nợ, không phải bà. Vợ ông N cần tìm hiểu kỹ hơn về trách nhiệm của mình trong trường hợp này và cân nhắc các biện pháp để bảo vệ quyền lợi cá nhân và tài sản của mình.","Theo Điều 27 của Luật Hôn nhân và Gia đình Việt Nam, vợ và chồng chịu trách nhiệm liên đới đối với giao dịch do một bên thực hiện theo quy định của Điều 30. Trong trường hợp ông N vay nợ 35 triệu đồng và có giấy ghi nhận nợ viết tay, và nhóm đòi nợ đến nhà đòi trả nợ, vợ của ông N cũng chịu trách nhiệm liên đới với số nợ này.

Về phần đe dọa thu giữ đồ đạc trong nhà để trừ nợ, điều này không phải là biện pháp pháp lý hợp lý. Trong trường hợp vợ không biết về khoản vay nợ của chồng, vợ vẫn chịu trách nhiệm với giao dich này, nhưng việc thu giữ tài sản cá nhân của vợ không phải là phương thức giải quyết nợ hợp lý theo pháp luật.

Do đó, vợ của ông N cần phải hiểu rõ về trách nhiệm của mình và cần phải làm rõ tình hình khoản vay nợ với chồng để có phương thức giải quyết phù hợp theo pháp luật. Trong trường hợp này, vợ có thể nên tìm sự tư vấn từ một luật sư để biết rõ quyền lợi và trách nhiệm của mình theo quy định của Luật Hôn nhân và Gia đình.",4
"Câu 7. Sau khi kết hôn, vợ chồng tôi được bố mẹ cho 01 nhà đất trong ngõ để ở. Do nhà nước mở đường, ngôi nhà trong ngõ ra mặt tiền con đường lớn, giá cả tăng cao nhiều lần. Vợ chồng tôi đã bán nhà đất này để mua nhà đất khác. Sau khi mua nhà mới, chúng tôi còn dư 1,2 tỷ đồng nên thống nhất sẽ gửi tiết kiệm. Nhưng vợ tôi chỉ gửi ngân hàng 500 triệu đồng, còn 700 triệu cô ấy tự ý mua chứng khoán mặc dù tôi không đồng ý. Tôi có quyền đề nghị hủy việc mua bán chứng khoán của vợ tôi không?
","Trước hết, để giải quyết vấn đề này, bạn cần xem xét mức độ hiểu biết và đồng ý của vợ trong việc đầu tư vào chứng khoán. Nếu vợ bạn đã hiểu rõ và đồng ý với quyết định này, bạn không nên can thiệp vào quyền của vợ mình.

Tuy nhiên, nếu vợ bạn không có khả năng quản lý và đầu tư vào chứng khoán một cách hiệu quả, hoặc nếu bạn lo ngại về rủi ro và hậu quả có thể xảy ra do việc đầu tư vào chứng khoán, bạn có thể thảo luận trực tiếp với vợ và cố gắng tìm ra giải pháp phù hợp. Ngoài ra, bạn cũng có thể tham khảo ý kiến của chuyên gia tài chính để có cái nhìn chuyên môn và hỗ trợ trong việc quản lý vấn đề này.

Nếu sau tất cả những nỗ lực của bạn, vợ vẫn tiếp tục đầu tư vào chứng khoán mà không chấp nhận sự can thiệp của bạn, bạn có thể cân nhắc việc tham khảo ý kiến của luật sư để đánh giá và bảo vệ quyền lợi của mình. Tuy nhiên, quan trọng nhất là phải giữ cởi mở và trao đổi thông tin một cách trung thực với vợ để tìm ra giải pháp tốt nhất cho cả hai.","Theo Điều 13 của Luật Hôn nhân và gia đình số 24/2014/QH13, việc chiếm hữu, sử dụng, định đoạt tài sản chung do vợ chồng thỏa thuận. Trong trường hợp vợ hoặc chồng định đoạt tài sản chung vi phạm quy định tại Khoản 2 Điều 35 của Luật Hôn nhân và gia đình thì bên kia có quyền yêu cầu Tòa án tuyên bố giao dịch vô hiệu và giải quyết hậu quả pháp lý của giao dịch vô hiệu.

Vì vợ tôi đã tự ý mua chứng khoán với số tiền 700 triệu đồng mà không có sự đồng ý của bạn, trong khi số tiền này được đồng tình gửi tiết kiệm, bạn có quyền đề nghị Tòa án tuyên bố giao dịch mua bán chứng khoán của vợ là vô hiệu nếu việc mua bán này vi phạm quy định tại Điều 35 của Luật Hôn nhân và gia đình.

Tuy nhiên, để được hỗ trợ cụ thể và biết cách thức thực hiện quyền này, bạn nên tham khảo ý kiến của một luật sư chuyên nghiệp để xác định rõ hơn về quy trình và hậu quả của trường hợp này.",2
"Câu 8. Bà V mua vé xổ số và trúng giải đặc biệt nên bà cho rằng đây là tài sản riêng của bà. Chồng bà cho rằng đây tài sản chung của hai vợ chồng vì khoản thu nhập phát sinh trong thời kỳ hôn nhân. Hai bên đã nảy sinh mâu thuẫn. Vậy, tiền trúng xổ số là tài sản chung hay tài sản riêng của vợ chồng bà V?
	","Theo quy định của pháp luật, tiền trúng xổ số mà Bà V mua vé và trúng giải đặc biệt sẽ được coi là tài sản riêng của bà V. Điều này được xác định dựa trên nguyên tắc tài sản riêng của mỗi người, nghĩa là tất cả các tài sản mà một người có được trước hoặc sau kết hôn, thông thường sẽ được coi là tài sản riêng của người đó.

Vì vậy, tiền trúng xổ số mà Bà V nhận được sẽ không được tính vào tài sản chung của vợ chồng mà sẽ là tài sản riêng của bà V. Tuy nhiên, để giải quyết mâu thuẫn giữa hai bên, có thể cần tham khảo ý kiến của luật sư hoặc cơ quan quản lý tài sản để xác định rõ hơn về quyền sở hữu và quản lý tài sản trong trường hợp này.","Theo Điều 46 Bộ luật Hôn nhân và Gia đình số 24/2014/QH13, việc nhập tài sản riêng của vợ, chồng vào tài sản chung được thực hiện theo thỏa thuận của vợ chồng. Trong trường hợp này, bà V mua vé xổ số và trúng giải đặc biệt, tuy nhiên, không có thông tin cụ thể về việc đã có thỏa thuận nào giữa bà V và chồng về việc tài sản trúng xổ số sẽ là tài sản riêng hay tài sản chung. 

Nếu không có thỏa thuận nào giữa bà V và chồng trước khi mua vé xổ số, và cũng không có bằng chứng cho thấy rằng việc mua vé xổ số và trúng giải đặc biệt là từ tài sản riêng của bà V, thì theo quy định của Bộ luật Hôn nhân và Gia đình, tiền trúng xổ số sẽ được coi là tài sản chung của vợ chồng.

Do đó, nếu không có thỏa thuận nào chứng minh rõ ràng rằng tiền trúng xổ số là tài sản riêng của bà V, thì tiền trúng xổ số sẽ được coi là tài sản chung của vợ chồng.",4
"Câu 9.  Sau khi kết hôn được 03 năm, vợ chồng tôi đã mua 01 mảnh đất. Do chồng tôi là người đi làm thủ tục cấp sổ đỏ nên trên Giấy chứng nhận quyền sử dụng đất chỉ ghi tên 1 mình chồng tôi. Xin hỏi, quyền sử dụng đất này có thuộc tài sản chung vợ chồng hay tài sản riêng của chồng tôi. Để bảo đảm quyền lợi cho mình, tôi có thể đề nghị cơ quan chức năng ghi thêm tên tôi vào Giấy chứng nhận quyền sử dụng không?
","Theo Luật hôn nhân và gia đình năm 2014, tài sản mà vợ chồng mua sau khi kết hôn sẽ thuộc vào tài sản chung của họ, trừ khi có sự thỏa thuận khác bằng văn bản. Do vậy, mảnh đất mà vợ chồng bạn mua sau khi kết hôn sẽ là tài sản chung của hai bạn.

Để bảo đảm quyền lợi cho mình, bạn có thể yêu cầu cơ quan chức năng ghi thêm tên bạn vào Giấy chứng nhận quyền sử dụng đất. Để làm điều này, bạn cần cung cấp các bằng chứng và chứng cứ chứng minh mảnh đất là tài sản chung của vợ chồng, cũng như điều khoản của luật pháp liên quan đến tài sản chung của vợ chồng. Bằng cách này, bạn sẽ được bảo vệ pháp lý và quyền lợi sở hữu đất đai cùng với chồng.","Theo Điều 34 của Luật Hôn nhân và gia đình, trong trường hợp giấy chứng nhận quyền sở hữu, giấy chứng nhận quyền sử dụng tài sản chỉ ghi tên một bên vợ hoặc chồng thì giao dịch liên quan đến tài sản này được thực hiện theo quy định tại Điều 26 của Luật này; nếu có tranh chấp về tài sản đó thì được giải quyết theo quy định tại khoản 3 Điều 33 của Luật này. 

Tài sản được phát sinh từ tài sản riêng của một bên trong thời kỳ hôn nhân sẽ vẫn được xem là tài sản riêng của bên đó, theo Điều 43. Nếu tên chỉ ghi trên giấy chứng nhận quyền sự dụng đất của chồng mà không có tên của vợ, thì tài sản này có thể xem là tài sản riêng của chồng.

Để bảo đảm quyền lợi của mình, vợ có thể yêu cầu cơ quan có thẩm quyền cấp đổi giấy chứng nhận quyền sử dụng đất để ghi tên của cả vợ và chồng, theo quy định tại Điều 12 của Luật Hôn nhân và gia đình. Tuy nhiên, quyết định cuối cùng sẽ phụ thuộc vào quyết định của cơ quan có thẩm quyền sau khi xem xét tình huống cụ thể.",4
"Câu 10. Sau khi thành lập doanh nghiệp tư nhân, anh K bàn với vợ và thống nhất đưa chiếc ô tô bán tải của vợ chồng anh mua cách đây 02 năm vào kinh doanh. Do làm ăn thua lỗ, anh K đã bán chiếc ô tô đó cho H và nói dối vợ là cho H mượn. Không thấy chồng lấy xe về, vợ anh K tìm hiểu thì mới biết xe đã bị bán. Vợ anh K muốn hỏi, chị muốn lấy lại chiếc xe về cho gia đình có được không? Pháp luật quy định giải quyết trường hợp này như thế nào?
","Trong trường hợp này, vợ anh K có quyền yêu cầu H trả lại chiếc xe bán tải đã bị anh K bán cho H mà không được sự đồng ý của vợ. Việc này có thể được giải quyết thông qua việc đưa vụ việc ra tòa án để yêu cầu H trả lại chiếc xe.

Theo Luật Sở hữu trí tuệ, việc chuyển nhượng tài sản mà không có sự đồng ý của cả hai bên (trong trường hợp này là vợ chồng) đồng ý không có hiệu lực. Do đó, vợ anh K có cơ sở pháp lý để yêu cầu H trả lại chiếc xe.

Tuy nhiên, để giải quyết vụ việc này, vợ anh K cần tìm kiếm sự hướng dẫn của một luật sư hoặc cơ quan chức năng cần thiết để đảm bảo quyền lợi của mình và điều chỉnh vụ việc một cách công bằng và hợp pháp.","Theo điều 64 của Luật Hôn nhân và gia đình, khi vợ chồng đưa tài sản chung vào kinh doanh và sau đó một trong hai bên bán, chuyển nhượng tài sản đó, người mua tài sản phải thanh toán cho bên kia phần giá trị tài sản mà họ được hưởng. Trong trường hợp anh K bán chiếc ô tô của vợ chồng cho H mà không thông báo cho vợ và nói dối vợ rằng là cho H mượn, việc này coi lẽ là vi phạm quy định trong luật. 

Vợ anh K có quyền yêu cầu Tòa án tuyên bố giao dịch vô hiệu và giải quyết hậu quả pháp lý của giao dịch vô hiệu theo khoản 2, điều 13 của Luật Hôn nhân và gia đình. Điều này có nghĩa là vợ anh K có thể yêu cầu Tòa án tuyên bố rằng giao dịch giữa anh K và H là vô hiệu và H phải trả lại chiếc ô tô về cho vợ chồng anh K.

Vì vậy, vợ anh K hoàn toàn có quyền yêu cầu H trả lại chiếc ô tô về cho gia đình theo quy định của pháp luật và có thể đưa vụ việc này ra Tòa án để giải quyết.",4
"Câu 11. Thông qua tôi, anh họ tôi có vay của bạn tôi 300 triệu đồng với thời hạn 03 tháng, hai bên có viết giấy vay nợ với nhau. Đến hạn trả nợ, bạn tôi có nhắn qua tôi là bảo anh họ trả tiền. Tôi đã nói với chị dâu (vợ của anh họ) là hai vợ chồng thu xếp tiền để trả, thì chị ấy trả lời là việc anh vay thì anh ấy trả, chị không có trách nhiệm gì, hơn nữa vợ chồng chị cũng đã chia tài sản chung, chị không có trách nhiệm về nghĩa vụ trả nợ của chồng. Xin hỏi việc chia tài sản chung của vợ chồng anh họ tôi có hợp pháp không khi mà hôn nhân của họ vẫn đang tồn tại? Khoản nợ 300 triệu đồng do người chồng chịu trách nhiệm trả hay liên đới cả hai vợ chồng?
   	","Theo luật pháp Việt Nam, khi hai người kết hôn và có tài sản chung, thì tài sản chung này chỉ có thể được chia tách sau khi hôn nhân được chấm dứt, thông qua việc ly dị hoặc liệt vào di chúc khi một trong hai người qua đời. Trong trường hợp hôn nhân vẫn còn tồn tại, việc chia tài sản chung mà không có sự đồng ý của cả hai bên là không hợp pháp.

Do đó, việc chị dâu của anh họ không chịu trách nhiệm về việc trả nợ của chồng, không phản ánh trách nhiệm pháp lý. Khoản nợ 300 triệu đồng do người chồng là anh họ của bạn chịu trách nhiệm trả theo hợp đồng vay. Trong trường hợp anh họ không thể trả tiền, bạn tôi có quyền yêu cầu trả nợ mà không thông qua vợ chồng của anh họ.","Theo quy định tại Điều 40 của Luật Hôn nhân và Gia đình, trong trường hợp chia tài sản chung của vợ chồng thì phần tài sản được chia là tài sản riêng của vợ và chồng, trừ khi có thỏa thuận khác giữa hai bên. Phần tài sản còn lại không chia vẫn được coi là tài sản chung của vợ chồng. Tuy nhiên, các nghĩa vụ trả nợ theo quy định của luật không thể chia tài sản chung. Do đó, việc chia tài sản chung của vợ chồng anh họ của bạn để trốn tránh trách nhiệm trả nợ không hợp pháp và có thể bị xem xét là không có hiệu lực.

Về vấn đề trách nhiệm trả nợ, theo Điều 27 của Luật Hôn nhân và Gia đình, vợ chồng chịu trách nhiệm liên đới về các nghĩa vụ quy định tại Điều 37 của Luật này. Trách nhiệm này áp dụng cho cả hai vợ chồng, không chỉ riêng người chồng. Do đó, trong trường hợp khoản nợ 300 triệu đồng, cả hai vợ chồng đều chịu trách nhiệm trả nợ, không chỉ riêng người chồng.

Tóm lại, việc chia tài sản chung để trốn tránh trách nhiệm trả nợ không hợp pháp và cả hai vợ chồng đều chịu trách nhiệm trả nợ theo khả năng của mình.",4
"Câu 12. Vợ chồng ông T thỏa thuận chia tài sản chung của vợ chồng trong thời kỳ hôn nhân nhằm thuận đường làm ăn của mỗi bên. Bản thỏa thuận đã được công chứng, trong đó cây sanh cảnh đặt ở hiên nhà được chia cho ông T. Khi đến nhà riêng làm việc, đối tác làm ăn của bà T đã rất thích cây cảnh này và ngỏ ý muốn mua. Ông T đã nói rằng cây cảnh thuộc quyền sở hữu riêng của ông, vợ chồng ông đã chia tài sản này rồi và ông không có ý định bán. Vài tháng sau, chẳng hiểu người khách nài nỉ thế nào, mà vợ ông T đã bán cây cảnh này với giá 500 triệu đồng. Thấy vợ khoe đã bán giúp ông cây cảnh với giá hời, ông T bàng hoàng vì cây cảnh có giá 1,6 tỷ đồng. Ông T đòi người khách trả cây nhưng không được. Ông T có thể yêu cầu Tòa án tuyên bố giao dịch mua bán cây cảnh của vợ ông là vô hiệu không?
	","Ông T có thể yêu cầu Tòa án tuyên bố giao dịch mua bán cây cảnh của vợ ông là vô hiệu, vì theo bản thỏa thuận chia tài sản chung của vợ chồng đã được công chứng, cây sanh cảnh được chia cho ông T là tài sản riêng của ông. Do đó, vợ ông không có quyền bán tài sản của ông mà không được sự chấp nhận của ông. Trường hợp này có thể được coi là vi phạm quyền sở hữu của ông T và ông T có quyền yêu cầu hủy bỏ giao dịch mua bán đó.","Theo Điều 50 của Luật Hôn nhân và Gia đình Việt Nam, thỏa thuận về chế độ tài sản của vợ chồng bị tuyên bố vô hiệu trong trường hợp không tuân thủ điều kiện có hiệu lực của giao dịch được quy định tại Bộ luật Dân sự và các luật khác có liên quan. Trong trường hợp này, vợ ông T đã bán cây cảnh thuộc tài sản chung đã được thỏa thuận chia nhưng quý trọng giá trị cao mà không được sự đồng ý của ông T. Do đó, ông T có thể yêu cầu Tòa án tuyên bố giao dịch mua bán cây cảnh của vợ ông là vô hiệu theo quy định của Điều 50 của Luật Hôn nhân và Gia đình.",4
"Câu 13. Theo quyết định công nhận thuận tình ly hôn của Tòa án, hàng tháng P phải chuyển cho chị M 02 triệu đồng để cấp dưỡng nuôi con. Một năm sau P kết hôn với O và thỏa thuận toàn bộ tài sản, thu nhập của P chuyển giao cho bà O. Lấy lý do không có tài sản để thực hiện nghĩa vụ cấp dưỡng, P đã không chuyển tiền nuôi con nữa. Thỏa thuận về chế độ tài sản vợ chồng giữa ông P và bà O có hiệu lực không? Chị M cần làm gì để bảo đảm quyền lợi cho con mình?
	","Theo quy định của Luật Hôn nhân và Gia đình, thỏa thuận về chế độ tài sản vợ chồng giữa ông P và bà O có hiệu lực và phải được tuân thủ. Tuy nhiên, quyết định công nhận thuận tình ly hôn và nghĩa vụ cấp dưỡng nuôi con vẫn được áp dụng, và ông P vẫn phải thực hiện nghĩa vụ này.

Chị M có thể đệ đơn tới cơ quan tòa án để yêu cầu thực hiện quyết định về nghĩa vụ cấp dưỡng nuôi con của ông P. Nếu ông P tiếp tục không thực hiện nghĩa vụ này, chị M có thể yêu cầu cơ quan tòa án áp dụng biện pháp cưỡng chế để bảo đảm quyền lợi cho con mình.","Theo Điều 55 của Luật Hôn nhân và Gia đình, trong trường hợp vợ chồng cùng yêu cầu ly hôn và đã thỏa thuận về việc chia tài sản, việc trông nom, nuôi dưỡng, chăm sóc, giáo dục con trên cơ sở bảo đảm quyền lợi chính đáng của vợ và con thì Tòa án sẽ công nhận thuận tình ly hôn. Trong tình huống được mô tả, P đã kết hôn với O và chuyển giao toàn bộ tài sản và thu nhập cho O. Tuy nhiên, không có tài sản để thực hiện nghĩa vụ cấp dưỡng không phải là lý do hợp lệ để P không thực thi việc chuyển tiền cho con.

Về câu hỏi của bạn, thỏa thuận về chế độ tài sản vợ chồng giữa P và O có hiệu lực, nhưng nghĩa vụ cung cấp dưỡng nuôi con vẫn được bảo vệ bởi pháp luật. Trách nhiệm của P đối với con không thay đổi do việc chuyển giao tài sản cho O.

Để bảo đảm quyền lợi cho con mình, chị M cần khởi kiện P lên tòa án để đòi lại quyền lợi của con trong việc cấp dưỡng nuôi con. Tòa án sẽ xem xét và quyết định vụ việc theo quy định của pháp luật để bảo vệ quyền lợi của con và chị M.

Điều liên quan: Điều 111 của Luật Hôn nhân và Gia đình. 
",3
"Câu 14. Bà D được bố mẹ đẻ cho riêng 01 căn nhà. Vợ chồng bà D đã có nhà ở nên bà D cho thuê căn nhà với giá 8 triệu đồng/tháng và cất khoản tiền này cho riêng mình để “phòng thân”. Sau vài lần bắt vợ phải sử dụng tiền thuê nhà vào những việc chung của gia đình không được, chồng bà D cũng thôi nhưng mâu thuẫn âm ỉ trong ông. Vừa qua, để có tiền sửa chữa căn nhà mà vợ chồng bà D đang ở, bà D yêu cầu chồng đi vay phần còn thiếu chứ nhất định không bỏ tiền cho thuê nhà ra. Việc bà D giữ tiền cho thuê nhà từ nhà ngôi nhà thuộc quyền sở hữu riêng của mình là đúng hay sai?
	","Đây là vấn đề phức tạp và phụ thuộc vào quan điểm của mỗi người. Tuy nhiên, nếu căn nhà đó là tài sản riêng của bà D và bà D đã cho thuê để kiếm tiền, thì việc bà D giữ tiền thuê nhà cho riêng mình có thể được coi là đúng. Tuy nhiên, trong một mối quan hệ hôn nhân, việc chồng và vợ phải cùng nhau thương lượng và đưa ra quyết định chung về việc sử dụng tài sản và tiền bạc là rất quan trọng. Việc bà D không chấp nhận sử dụng tiền thuê nhà vào việc chung của gia đình có thể gây ra mâu thuẫn và xung đột trong mối quan hệ gia đình. Do đó, việc này cần được cân nhắc và giải quyết một cách hòa bình và hợp tác giữa vợ chồng.","Theo Điều 44 của Bộ luật Dân sự Việt Nam, vợ, chồng có quyền chiếm hữu, sử dụng, định đoạt tài sản riêng của mình. Trong trường hợp bà D được bố mẹ đẻ cho riêng một căn nhà và đã sử dụng căn nhà này để cho thuê với mục đích cất giữ tiền ""phòng thân"" thì việc này là hợp pháp hoàn toàn. Bà D có quyền giữ tiền thuê nhà vào tài sản riêng của mình và sử dụng để mục đích cá nhân mà không cần phải chia sẻ hoặc sử dụng cho việc chung của gia đình nếu bà D không đồng ý.

Vì vậy, việc bà D giữ tiền thuê nhà từ căn nhà mà bà sở hữu riêng của mình là hoàn toàn đúng và theo quy định của pháp luật về quyền sở hữu tài sản riêng.",2
